t(s),Flux surface 10: solute,Flux surface 9: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
195542.5112064,-287799573076.9959,-138872715834963.61,-105738540103.14279,2.0486541530402045e+17,3.2214891420678572e+16,4.1857183177163464e+16,6.598478479463816e+19,727315633711.0308,315793525274324.25,6.618965020994283e+19,3.221561873631225e+16,4.2172976702437896e+16
240123.01344768,-157767521013.9687,-104797086061602.53,-89720828739.11063,1.6472834833436758e+17,2.5455672948221884e+16,3.3336663689162692e+16,6.136717319260656e+19,584009510043.5131,269375494566881.72,6.153190154094158e+19,2.545625695773198e+16,3.3606039183729676e+16
293619.616137216,-84025128992.68102,-78974389717776.16,-75206972308.61293,1.3246988105716032e+17,2.0109489733635628e+16,2.6463174307795496e+16,5.718760649526658e+19,469082629007.5873,229141420566838.9,5.732007637632377e+19,2.0109958816264692e+16,2.6692315728362348e+16
357815.53936465917,-43883522539.05549,-59568362289207.7,-62365753137.490395,1.0665302163786637e+17,1.5916682938741918e+16,2.0996129449964504e+16,5.340097482911603e+19,377601452261.9771,194717654707293.88,5.350762785075424e+19,1.5917060540194202e+16,2.1190847104671844e+16
434850.647237591,-22646004253.799343,-45046591380939.41,-51231929189.083374,8.60259818897974e+16,1.264058972082786e+16,1.6685220317915456e+16,4.9961529600929776e+19,304995604732.543,165504120800610.4,5.004755558281931e+19,1.2640894716432594e+16,1.6850724438716084e+16
527292.7766851091,-11592470749.300611,-34185818665852.934,-41736515891.96921,6.953820663699791e+16,1.007992180318761e+16,1.3298055299512322e+16,4.682649783374724e+19,247323095561.71268,140812946973804.2,4.689603604038448e+19,1.0080169126283186e+16,1.3438868246486152e+16
638223.332022131,-5879887984.496655,-26044769587085.71,-33745098385.322136,5.6334326169129e+16,8072044302036816.0,1.0635660673649338e+16,4.395799033740347e+19,201356807755.57898,119968142630028.95,4.401432466357315e+19,8072245658844597.0,1.0755628816279382e+16
771339.9984265572,-2933138438.462946,-19918201131122.508,-27091424695.43571,4.5732538254543496e+16,6490081084381156.0,8536868567990453.0,4.132353751960584e+19,164546141105.056,102359968835364.86,4.136927005786068e+19,6490245630522262.0,8639228536825832.0
931079.9981118686,-1414787742.4072735,-15286111871738.873,-21601246944.87494,3.719593685270605e+16,5237043680280431.0,6875524046570873.0,3.8895770561688175e+19,134915223834.37608,87464004849818.19,3.8932966498541175e+19,5237178595504275.0,6962988051420692.0
1122767.9977342424,-635953955.0877854,-11767579780051.895,-17106651336.98981,3.030359972721854e+16,4239390890759728.5,5554577469476357.0,3.665171599366988e+19,110945267712.58575,74839781650871.19,3.6682019593397395e+19,4239501836027451.0,5629417251127231.0
1352793.5972810907,-241370893.9898526,-9083408517136.191,-13453476961.903944,2.4725249839897508e+16,3441327482656164.5,4499772874308081.0,3.4572014824041366e+19,91467831781.5814,64120828346702.516,3.459674007388135e+19,3441418950487953.5,4563893702654787.0
1628824.3167373086,-46774775.63155118,-7027973653798.311,-10504526568.071306,2.0200752754513372e+16,2800280339146621.5,3654191200120824.0,3.2640221208199733e+19,75578759579.65019,55002882196491.38,3.2660421960954687e+19,2800355917906212.0,3709194082317324.5
1960061.1800847703,44024858.51645954,-5448823164897.849,-8140359589.162945,1.652421927644057e+16,2283508074210129.0,2973967933857314.5,3.084222994053623e+19,62572852402.57621,47233106738106.68,3.085875415981298e+19,2283570647062535.0,3021201040595424.0
2357545.4161017244,81487167.40471892,-4232141928884.034,-6258613792.362147,1.3531898649718072e+16,1865622557133812.8,2425076826258234.0,2.916582886044547e+19,51895566463.162,40601058927921.87,2.9179360759095124e+19,1865674452700280.8,2465677885186162.5
2834526.4993220693,92130319.02856597,-3292414380933.067,-4772430313.799653,1.1092983927296964e+16,1526786245801009.0,1980950707969227.5,2.7600353714554724e+19,43107499455.04012,34931301351937.695,2.761144669848223e+19,1526829353300468.0,2015882009321164.2
3406903.799186483,89857090.43023601,-2565027000557.5015,-3608478053.7341223,9102592494517718.0,1251393526859537.0,1620721511615457.8,2.613642131630106e+19,35858136688.57776,30077337536538.367,2.614552390879584e+19,1251429384996224.8,1650798849151996.5
4093756.5590237794,81896109.62934084,-2000924006191.8054,-2704997500.7824,7476362457321489.0,1027095883729189.0,1327909240722992.8,2.476572101007411e+19,29866235621.617954,25916577642526.203,2.477319737253169e+19,1027125749964812.9,1353825818365525.2
