t(s),Flux surface 10: solute,Flux surface 9: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
86400.0,-114695747.70977196,-816564.9641212411,-3019405.809204041,23816487935.484894,1648578599234380.0,292909245177804.7,1.5623840701749605e+20,317588587506.86566,3623981510652604.0,1.562384070413133e+20,1648896187821887.5,3916890755830410.0
190080.0,-109418468.2361881,-797203.1490238048,-3013121.7400950054,23816466003.058067,1209407435033074.5,302713270605030.0,1.5623686551681915e+20,232984948867.77878,3745073999769276.5,1.562368655406357e+20,1209640419981942.8,4047787270374313.5
314496.0,-103855580.95243351,-780329.1056349551,-3007568.86707809,23816518976.719948,903779288658016.1,307668205339110.5,1.5623707472993223e+20,174107555381.89212,3806303627628003.0,1.562370747537485e+20,903953396213397.2,4113971832967113.5
463795.19999999995,-98083828.02121791,-764991.2721984107,-3002488.564439572,23816560985.247494,687259611018336.5,309215251331590.3,1.562372507205306e+20,132396363279.22656,3825475973054695.0,1.5623725074434746e+20,687392007381616.6,4134691224386300.5
642954.24,-454953378.0756585,-6563226.759018553,-27936601.744668115,142680014132.50223,565991785767413.9,674689780931289.5,1.5623754980215754e+20,84673189461.39697,3175111231166078.0,1.562375499448387e+20,566076458956877.5,3849801012097366.0
857945.088,-368055869.88822085,-6195034.394116886,-27811104.491567757,142680363872.9996,404461010199352.9,642485626403792.8,1.5623779411825954e+20,60507951977.73053,3023638871584300.5,1.5623779426094013e+20,404521518151330.56,3666124497988095.5
1115934.1056,-307161570.0401694,-5927330.004065428,-27718746.616082724,142680655435.13535,293285067750584.94,608775984915864.0,1.5623799781553534e+20,43875870266.99193,2865053215345919.0,1.5623799795821622e+20,293328943620852.44,3473829200261784.5
1425520.9267199999,-262240204.15689108,-5711255.246116305,-27643332.66689492,142680905176.17642,219673204117310.6,573223568545717.4,1.5623817218836057e+20,32863429034.204998,2697782815813206.5,1.562381723310421e+20,219706067546345.16,3271006384358922.0
1797025.1120639998,-227722717.68441966,-5525546.847639952,-27577782.796335313,142681127012.35007,170367684163652.56,536005820039756.8,1.5623832688777544e+20,25487251952.306084,2522667826075656.5,1.5623832703045766e+20,170393171415605.16,3058673646115409.5
2242830.1344767995,-200417037.12106848,-5359396.887579083,-27518470.821642324,142681330937.67413,136264365283662.89,497108059651285.1,1.5623846884797494e+20,20385346130.25893,2339641708382821.5,1.562384689906564e+20,136284750629793.6,2836749768034107.0
2777796.161372159,-200417037.12106848,-5359396.887579083,-27518470.821642324,142681330937.67413,136264365283662.89,497108059651285.1,1.5623846884797494e+20,20385346130.25893,2339641708382821.5,1.562384689906564e+20,136284750629793.6,2836749768034107.0
3419755.393646591,-200417037.12106848,-5359396.887579083,-27518470.821642324,142681330937.67413,136264365283662.89,497108059651285.1,1.5623846884797494e+20,20385346130.25893,2339641708382821.5,1.562384689906564e+20,136284750629793.6,2836749768034107.0
4190106.472375909,-200417037.12106848,-5359396.887579083,-27518470.821642324,142681330937.67413,136264365283662.89,497108059651285.1,1.5623846884797494e+20,20385346130.25893,2339641708382821.5,1.562384689906564e+20,136284750629793.6,2836749768034107.0
