t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
50000.0,9.438171237729606e-14,-4454752968301.87,643904343099330.8,-1.099766186510502e-06,-3.58121364651046e-07,8.442158920364422e+17,-6.514079919122792e-11,-7.490686337355953e-08,8.448597963795388e+17,0.011388825001655365,-1.1346172627181126e-05
105000.0,3.687503074162346e-13,-4635995247858.903,914597658985531.2,-3.2395696272452354e-06,-1.3178568782859176e-06,1.3171513105724552e+18,-1.935991956207102e-10,-2.8921695989145916e-07,1.3180659082314327e+18,0.0420445543212388,-4.56008374643198e-05
165500.0,-2.3765317307650235e-12,-4721439065510.488,1102225145575681.9,2.461911299663586e-05,8.4228172078624e-06,1.708996062855268e+18,1.4469713144389155e-09,1.7141925116969756e-06,1.7100982880008381e+18,-0.24931275669112882,5.095038840175246e-05
232050.0,-3.1529842486843004e-11,-4776834274173.721,1251841480759540.5,0.00026689485143929043,0.0001098806923957376,2.0676969000318316e+18,1.5755945088559304e-08,2.331727637410289e-05,2.068948741512579e+18,-3.2550647686752545,0.0009912215204433514
305255.0,-1.7448986513831006e-10,-4817800821269.276,1379422231603856.5,0.0013234784406700117,0.0006135707282941502,2.4113939446721254e+18,7.819330002231669e-08,0.0001325590626937473,2.412773366903725e+18,-18.04731259742935,0.003976963902849903
385780.50000000006,-6.190122114907905e-10,-4850367457909.712,1492579874898809.8,0.004332425935398252,0.002250038694205595,2.7494226356446525e+18,2.561329131593782e-07,0.0004942137619420721,2.7509152155195474e+18,-66.31288909318718,0.007165508864659538
474358.5500000001,-1.5292453164273262e-09,-4877465139460.231,1595569352072955.2,0.01009697216543436,0.005928552201401919,3.08752443411585e+18,5.975500059214007e-07,0.0013266322313200474,3.089120003467913e+18,-173.00942004672618,-0.007700591552128453
571794.4050000001,-2.6786492639267985e-09,-4900730110480.797,1691021882173446.0,0.01711390101836418,0.01160499063972398,3.4296951299830595e+18,1.013870422528698e-06,0.002652011204180133,3.4313861518652124e+18,-310.353110447205,-0.06681142077903947
678973.8455000003,-2.9462825713458183e-09,-4921164725073.997,1780682582733123.8,0.018812046391230627,0.01599297953875937,3.778989249359543e+18,1.1142667516410085e-06,0.0037520753737102014,3.780769931942259e+18,-336.7699372659795,0.011352448377529372
796871.2300500004,2.053081123366655e-09,-4939425476715.433,1865769851831379.8,-0.012588470029360593,0.0019220278668229751,4.137921301025701e+18,-7.424220359520357e-07,0.0007745502501855377,4.1397870708775214e+18,-64.5197676749806,1.0718421204520427
