t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
3200124.972129084,-8.707191269835401e-05,533305644.86305475,2889024448346170.0,616.5665492798956,503.2627722256003,1.0232400837724858e+19,0.03610751364698155,113.64197898256863,1.0235289862173225e+19,12355668.353957165,-8947.712240858013
3570137.469341993,-0.0001904549933764409,525011347.7063585,2966561434448641.5,1743.5550476402336,1672.9482584338216,1.0959491488626166e+19,0.10232183955264446,390.0078305869635,1.096245805006067e+19,-33483518.42300108,62975.14472567964
3977151.2162761926,-0.0002506960832573598,516815478.84025663,3043742523829104.0,3003.7611734340553,3189.8432799088646,1.173180614263465e+19,0.17652816832245077,757.7873950441939,1.1734849885158468e+19,-171156160.69642603,258822.0522958114
4424866.3379038125,-0.00029547233503578006,508712408.91202575,3120634957664548.0,4515.932148441358,5074.261223460293,1.2552833755194458e+19,0.2654546431554757,1217.4667981882212,1.2555954390152133e+19,-400693164.61096954,601952.578409475
4917352.971694194,-0.0007037903593048086,500698360.2416486,3197296398144263.5,9714.909777736435,10586.586285326895,1.3426306618411477e+19,0.5699966471531347,2519.9793109308616,1.3429503914809567e+19,-610669550.2336354,1050211.221268825
5459088.268863614,-0.0022544620552493607,492771402.20112747,3273776383201287.5,28473.561457566713,30342.276479310865,1.435622196693091e+19,1.6690854015053074,7173.1678444034005,1.4359495743314199e+19,-663949266.6519814,1636437.8755412092
6054997.095749975,-0.0054933395711401775,484931910.22576195,3350117524819861.5,74866.61659230379,81518.91166047395,1.5346864834435346e+19,4.390130311889192,19336.130781409473,1.5350214951960148e+19,-860926696.5490013,2936262.1726747006
6710496.805324974,-0.009416542518818021,477183189.83041096,3426356504874360.0,153004.53505021197,173223.4880139774,1.6402832349876707e+19,8.978717375786724,41403.540974874,1.6406258706381451e+19,-2761610374.4399734,6740684.295163536
7431546.485857472,-0.010683615832545705,469531997.27776915,3502524909578573.0,234495.03495734787,278685.6817405569,1.7529059656250059e+19,13.772399716397777,67253.55555507609,1.75325621811596e+19,-9566530894.418629,16155126.516684748
8224701.13444322,-0.005590721553628941,461988749.29865533,3578649934173082.0,254634.4156973691,323261.7750516403,1.8730847632877507e+19,14.966274738277662,78937.46465505044,1.873442628281174e+19,-24228284039.19532,33673137.01726478
9097171.247887542,0.004058865625947412,454567296.5290153,3654754982453316.5,174303.0461705655,247519.0353712406,2.0013892605002117e+19,10.233652562210805,61249.380333114605,2.0017547359984677e+19,-43499595990.15277,56127484.786860794
10056888.372676298,0.0046054577213739765,447284232.64021814,3730860180466679.5,127282.8315400794,183225.09327475034,2.1384318233473036e+19,7.382269138755987,44194.488322804864,2.138804909365344e+19,-49438497001.56796,68251779.2796806
