t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
50000.0,9.43816985602513e-14,860993100.8133924,657631722150499.8,-1.0997661764765098e-06,-3.5812133897972957e-07,8.637841431435837e+17,-6.514079855215931e-11,-7.490685699053816e-08,8.644417748657317e+17,0.011388825001645871,-1.1346172643660911e-05
105000.0,3.6875030006220454e-13,809026548.6903092,940257143637343.5,-3.239569622339787e-06,-1.3178568610676051e-06,1.357188231252805e+18,-1.9359919530753057e-10,-2.8921695515666786e-07,1.358128488396446e+18,0.04204455432186025,-4.560083749124223e-05
165500.0,-2.3765318014315217e-12,774921852.2217033,1138973918886607.0,2.46191130391106e-05,8.422817305602159e-06,1.7707654392118272e+18,1.4469713171517176e-09,1.7141925358756874e-06,1.7719044131307146e+18,-0.24931275668225214,5.095038728090908e-05
232050.0,-3.152984259257834e-11,747832479.2359766,1299223299399236.8,0.00026689485144492417,0.00010988069248882418,2.1526997017767578e+18,1.5755945088921414e-08,2.331727639927734e-05,2.1539989250761452e+18,-3.2550647686068057,0.0009912215210848038
305255.0,-1.7448986547480878e-10,724740678.7379352,1437186207091213.5,0.0013234784410412605,0.0006135707295023032,2.5213343497335393e+18,7.819330004603282e-08,0.00013255906300242923,2.522771535940632e+18,-18.04731259706475,0.003976963893382663
385780.50000000006,-6.190122149955601e-10,704331958.1995333,1560601397083952.5,0.0043324259355510975,0.0022500386944635763,2.8862001700251146e+18,2.56132913168832e-07,0.000494213762028725,2.8877607714221896e+18,-66.31288909227149,0.007165508976120994
474358.5500000001,-1.5292453238849728e-09,686007321.9079578,1673809082963933.0,0.010096972175187048,0.00592855221283114,3.253236867735512e+18,5.975500065425707e-07,0.0013266322341708764,3.254910676818463e+18,-173.00942005005112,-0.007700591572645159
571794.4050000001,-2.6786492999713384e-09,669450408.952504,1779501973973636.8,0.01711390102483129,0.011604990647161488,3.626647062530533e+18,1.0138704229203405e-06,0.002652011205889522,3.6284265645045064e+18,-310.35311050497666,-0.0668114208126723
678973.8455000003,-2.9462826195729527e-09,654438949.7779438,1879471748286442.2,0.018812046411654584,0.015992979535255226,4.0097043724132997e+18,1.1142667528240019e-06,0.00375207537177455,4.011583844161605e+18,-336.76993767116693,0.011352448569998556
796871.2300500004,2.053067248859478e-09,640773712.1643422,1974973417958604.2,-0.012588474841905823,0.0019220029741888608,4.405157449491381e+18,-7.424223436982201e-07,0.0007745422596571131,4.4071324229093443e+18,-64.51976969857006,1.071842139220297
926558.3530550005,2.7091668815031925e-08,628258793.4964136,2066921283188102.2,-0.17288156743950686,-0.0964418187123314,4.815453585893142e+18,-1.0187277939022806e-05,-0.021074865723486155,4.817520507176338e+18,1131.6140297574636,3.8280876944905837
1069214.1883605006,9.046683014110724e-08,616702329.430924,2156002319066905.5,-0.5874678837745346,-0.39517483521696817,5.242872942454504e+18,-3.460308114475901e-05,-0.0888215055818716,5.245028944773616e+18,7181.706226056541,4.875295593298543
1226135.6071965508,1.3633457078649067e-07,605923680.1772637,2242745661890268.8,-0.9409949883333257,-0.7672028044933066,5.689614940812497e+18,-5.560974916372591e-05,-0.1782125111861853,5.691857686474408e+18,27996.89612454418,-1.3234898983143595
1398749.1679162062,-7.010892087725328e-08,595760847.7702044,2327567210638123.0,0.2264764985922911,-0.18983153860701216,6.157857503206499e+18,1.2229355974646344e-05,-0.0641337093299491,6.160185070417179e+18,60854.66147083275,15.181667795035983
1588624.0847078268,-6.609383406637871e-07,586075575.5287457,2410799371101459.0,4.0284586079845806,2.655553838586713,6.649800186312875e+18,0.00023443672693541088,0.5642883594596245,6.652210985683948e+18,29805.489088005295,188.59078748374841
1797486.4931786098,-5.653168109430907e-07,576755488.6260382,2492711540291153.5,4.211629203160889,4.050154453332475,7.167697460333751e+18,0.000245553767922133,0.9136303732511494,7.170190171874056e+18,-223576.5190667219,673.1526329485066
2027235.1424964708,3.176614703543063e-06,567713575.2165649,2573524607437816.5,-19.944080559056278,-13.121591148979517,7.71388585043597e+18,-0.0011685191176660026,-2.8958957494324666,7.716459375043393e+18,-587994.9881821903,1048.5432919553436
2279958.6567461183,1.1881698223991791e-05,558885679.913376,2653421467375592.0,-86.2834118578059,-70.88289911406943,8.290807249502206e+18,-0.005058509841569889,-16.14051695371776,8.293460670969597e+18,188420.23178766042,-641.215388867973
2557954.5224207304,1.5925300885410965e-05,550226758.7466425,2732554804284008.0,-143.67492495951092,-139.38334009921553,8.901029895191637e+18,-0.008438007345981564,-32.580902309768966,8.90376244999593e+18,4698844.451156487,-7269.226482048427
2863749.9746628036,-1.0001273081975848e-05,541706602.3821933,2811052962475108.5,1.0950389995532024,-47.81782278050764,9.547268014642006e+18,1.996035273505315e-05,-13.093622599719152,9.550079067604476e+18,13043638.19784044,-16647.5912965587
