t(s),Flux surface 10: solute,Flux surface 9: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
86400.0,875987.7386392681,-816937.5089536397,-57.23485619962939,23848975063.27132,1648578758076011.8,302723787398094.06,1.5646048603623516e+20,317588618106.734,3745421867361499.0,1.564604860600854e+20,1648896346694117.5,4048145654759592.5
190080.0,798909.4185556719,-797506.4866112585,-73.75175387953126,23848950777.631344,1209403614409721.0,313671425365874.94,1.5646076401900496e+20,232984213243.91672,3880685880823366.0,1.5646076404285397e+20,1209636598622964.8,4194357306189242.0
314496.0,798909.4185556719,-797506.4866112585,-73.75175387953126,23848950777.631344,1209403614409721.0,313671425365874.94,1.5646076401900496e+20,232984213243.91672,3880685880823366.0,1.5646076404285397e+20,1209636598622964.8,4194357306189242.0
463795.19999999995,798909.4185556719,-797506.4866112585,-73.75175387953126,23848950777.631344,1209403614409721.0,313671425365874.94,1.5646076401900496e+20,232984213243.91672,3880685880823366.0,1.5646076404285397e+20,1209636598622964.8,4194357306189242.0
642954.24,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
857945.088,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
1115934.1056,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
1425520.9267199999,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
1797025.1120639998,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
2242830.1344767995,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
2777796.161372159,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
3419755.393646591,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
4190106.472375909,62075347.53870517,-512748736.41180587,-59510.27015885627,6700727911825.2295,519830624685793.75,1977645804881964.8,1.564623830808714e+20,45159152547.0542,1165418254437123.8,1.5646238978160014e+20,519875783838340.3,3143064059319090.5
